Comercializador;Nome_Tarifa_Dual;proposta;Tipo;Segmento;Faturacao;Pagamento;opcao_horaria_e_ciclo;potencia_kva;preco_potencia_dia;preco_energia_simples;preco_energia_fora_vazio;preco_energia_vazio_bi;preco_energia_ponta;preco_energia_cheias;preco_energia_vazio_tri;elet_tar_incluida_energia;elet_tar_incluida_potencia;financiamento_tse_incluido;custo_regulacao_kwh;regulacao_iva_23;100_Verde;Gas_Termo_Fixo_E1;Gas_Termo_Energia_E1;Gas_Termo_Fixo_E2;Gas_Termo_Energia_E2;Gas_Termo_Fixo_E3;Gas_Termo_Energia_E3;Gas_Termo_Fixo_E4;Gas_Termo_Energia_E4;Gas_tar_incluida_termo_fixo;Gas_tar_incluida_energia;desconto_fatura_mes;desconto_mes_inicio;desconto_meses_limite;desconto_amigo_inicial;desconto_amigo_mes;desconto_amigo_meses;site_adesao;custo_pack_mes;notas;meses_promo;nome_pos_promo;apenas_fase
Galp;Galp |Casa & Estrada Eletricidade Verde & Gás Natural · (- 8%) | DD;;Fixo;Doméstico;Fatura eletrónica, Fatura em papel;Débito Direto;Simples;1,15;0,181084747;0,176023599;;;;;;TRUE;TRUE;TRUE;;;TRUE;0,08616714;0,091164276;0,151655197;0,091999574;0,21890189;0,090876112;0,343702376;0,089391719;TRUE;TRUE;8,3333;2;6;;;;https://www.galp.com/pt/casa/planos-eletricidade-e-gas/casa-estrada;;Oferta de boas-vindas de 50 € (campanha de 04/07/2026 a 31/08/2026), em 6 tranches de 8,3333 €, a partir da 2.ª fatura. Exclusiva para novos clientes do segmento residencial, com adesão pelo canal digital (casa.galp.pt ou pedido de contacto no site). O desconto mensal está limitado a 80% do valor da fatura, excluindo CAV, DGEG, ISPE e Tarifas de Acesso — se exceder, o remanescente transita para os meses seguintes. Não cumulável com outras campanhas.;;;
Galp;Galp |Casa & Estrada Eletricidade Verde & Gás Natural · (- 8%) | DD;;Fixo;Doméstico;Fatura eletrónica, Fatura em papel;Débito Direto;Simples;2,3;0,229525629;0,176023599;;;;;;TRUE;TRUE;TRUE;;;TRUE;0,08616714;0,091164276;0,151655197;0,091999574;0,21890189;0,090876112;0,343702376;0,089391719;TRUE;TRUE;8,3333;2;6;;;;https://www.galp.com/pt/casa/planos-eletricidade-e-gas/casa-estrada;;Oferta de boas-vindas de 50 € (campanha de 04/07/2026 a 31/08/2026), em 6 tranches de 8,3333 €, a partir da 2.ª fatura. Exclusiva para novos clientes do segmento residencial, com adesão pelo canal digital (casa.galp.pt ou pedido de contacto no site). O desconto mensal está limitado a 80% do valor da fatura, excluindo CAV, DGEG, ISPE e Tarifas de Acesso — se exceder, o remanescente transita para os meses seguintes. Não cumulável com outras campanhas.;;;
Galp;Galp |Casa & Estrada Eletricidade Verde & Gás Natural · (- 8%) | DD;;Fixo;Doméstico;Fatura eletrónica, Fatura em papel;Débito Direto;Simples;3,45;0,291384536;0,143590068;;;;;;TRUE;TRUE;TRUE;;;TRUE;0,08616714;0,091164276;0,151655197;0,091999574;0,21890189;0,090876112;0,343702376;0,089391719;TRUE;TRUE;8,3333;2;6;;;;https://www.galp.com/pt/casa/planos-eletricidade-e-gas/casa-estrada;;Oferta de boas-vindas de 50 € (campanha de 04/07/2026 a 31/08/2026), em 6 tranches de 8,3333 €, a partir da 2.ª fatura. Exclusiva para novos clientes do segmento residencial, com adesão pelo canal digital (casa.galp.pt ou pedido de contacto no site). O desconto mensal está limitado a 80% do valor da fatura, excluindo CAV, DGEG, ISPE e Tarifas de Acesso — se exceder, o remanescente transita para os meses seguintes. Não cumulável com outras campanhas.;;;
Galp;Galp |Casa & Estrada Eletricidade Verde & Gás Natural · (- 8%) | DD;;Fixo;Doméstico;Fatura eletrónica, Fatura em papel;Débito Direto;Simples;4,6;0,343132539;0,143590068;;;;;;TRUE;TRUE;TRUE;;;TRUE;0,08616714;0,091164276;0,151655197;0,091999574;0,21890189;0,090876112;0,343702376;0,089391719;TRUE;TRUE;8,3333;2;6;;;;https://www.galp.com/pt/casa/planos-eletricidade-e-gas/casa-estrada;;Oferta de boas-vindas de 50 € (campanha de 04/07/2026 a 31/08/2026), em 6 tranches de 8,3333 €, a partir da 2.ª fatura. Exclusiva para novos clientes do segmento residencial, com adesão pelo canal digital (casa.galp.pt ou pedido de contacto no site). O desconto mensal está limitado a 80% do valor da fatura, excluindo CAV, DGEG, ISPE e Tarifas de Acesso — se exceder, o remanescente transita para os meses seguintes. Não cumulável com outras campanhas.;;;
Galp;Galp |Casa & Estrada Eletricidade Verde & Gás Natural · (- 8%) | DD;;Fixo;Doméstico;Fatura eletrónica, Fatura em papel;Débito Direto;Simples;5,75;0,418331185;0,143590068;;;;;;TRUE;TRUE;TRUE;;;TRUE;0,08616714;0,091164276;0,151655197;0,091999574;0,21890189;0,090876112;0,343702376;0,089391719;TRUE;TRUE;8,3333;2;6;;;;https://www.galp.com/pt/casa/planos-eletricidade-e-gas/casa-estrada;;Oferta de boas-vindas de 50 € (campanha de 04/07/2026 a 31/08/2026), em 6 tranches de 8,3333 €, a partir da 2.ª fatura. Exclusiva para novos clientes do segmento residencial, com adesão pelo canal digital (casa.galp.pt ou pedido de contacto no site). O desconto mensal está limitado a 80% do valor da fatura, excluindo CAV, DGEG, ISPE e Tarifas de Acesso — se exceder, o remanescente transita para os meses seguintes. Não cumulável com outras campanhas.;;;
Galp;Galp |Casa & Estrada Eletricidade Verde & Gás Natural · (- 8%) | DD;;Fixo;Doméstico;Fatura eletrónica, Fatura em papel;Débito Direto;Simples;6,9;0,549156924;0,150891082;;;;;;TRUE;TRUE;TRUE;;;TRUE;0,08616714;0,091164276;0,151655197;0,091999574;0,21890189;0,090876112;0,343702376;0,089391719;TRUE;TRUE;8,3333;2;6;;;;https://www.galp.com/pt/casa/planos-eletricidade-e-gas/casa-estrada;;Oferta de boas-vindas de 50 € (campanha de 04/07/2026 a 31/08/2026), em 6 tranches de 8,3333 €, a partir da 2.ª fatura. Exclusiva para novos clientes do segmento residencial, com adesão pelo canal digital (casa.galp.pt ou pedido de contacto no site). O desconto mensal está limitado a 80% do valor da fatura, excluindo CAV, DGEG, ISPE e Tarifas de Acesso — se exceder, o remanescente transita para os meses seguintes. Não cumulável com outras campanhas.;;;
Galp;Galp |Casa & Estrada Eletricidade Verde & Gás Natural · (- 8%) | DD;;Fixo;Doméstico;Fatura eletrónica, Fatura em papel;Débito Direto;Simples;10,35;0,735383201;0,150884852;;;;;;TRUE;TRUE;TRUE;;;TRUE;0,08616714;0,091164276;0,151655197;0,091999574;0,21890189;0,090876112;0,343702376;0,089391719;TRUE;TRUE;8,3333;2;6;;;;https://www.galp.com/pt/casa/planos-eletricidade-e-gas/casa-estrada;;Oferta de boas-vindas de 50 € (campanha de 04/07/2026 a 31/08/2026), em 6 tranches de 8,3333 €, a partir da 2.ª fatura. Exclusiva para novos clientes do segmento residencial, com adesão pelo canal digital (casa.galp.pt ou pedido de contacto no site). O desconto mensal está limitado a 80% do valor da fatura, excluindo CAV, DGEG, ISPE e Tarifas de Acesso — se exceder, o remanescente transita para os meses seguintes. Não cumulável com outras campanhas.;;;
Galp;Galp |Casa & Estrada Eletricidade Verde & Gás Natural · (- 8%) | DD;;Fixo;Doméstico;Fatura eletrónica, Fatura em papel;Débito Direto;Simples;13,8;0,928250212;0,171424669;;;;;;TRUE;TRUE;TRUE;;;TRUE;0,08616714;0,091164276;0,151655197;0,091999574;0,21890189;0,090876112;0,343702376;0,089391719;TRUE;TRUE;8,3333;2;6;;;;https://www.galp.com/pt/casa/planos-eletricidade-e-gas/casa-estrada;;Oferta de boas-vindas de 50 € (campanha de 04/07/2026 a 31/08/2026), em 6 tranches de 8,3333 €, a partir da 2.ª fatura. Exclusiva para novos clientes do segmento residencial, com adesão pelo canal digital (casa.galp.pt ou pedido de contacto no site). O desconto mensal está limitado a 80% do valor da fatura, excluindo CAV, DGEG, ISPE e Tarifas de Acesso — se exceder, o remanescente transita para os meses seguintes. Não cumulável com outras campanhas.;;;
Galp;Galp |Casa & Estrada Eletricidade Verde & Gás Natural · (- 8%) | DD;;Fixo;Doméstico;Fatura eletrónica, Fatura em papel;Débito Direto;Simples;17,25;1,161757468;0,171424669;;;;;;TRUE;TRUE;TRUE;;;TRUE;0,08616714;0,091164276;0,151655197;0,091999574;0,21890189;0,090876112;0,343702376;0,089391719;TRUE;TRUE;8,3333;2;6;;;;https://www.galp.com/pt/casa/planos-eletricidade-e-gas/casa-estrada;;Oferta de boas-vindas de 50 € (campanha de 04/07/2026 a 31/08/2026), em 6 tranches de 8,3333 €, a partir da 2.ª fatura. Exclusiva para novos clientes do segmento residencial, com adesão pelo canal digital (casa.galp.pt ou pedido de contacto no site). O desconto mensal está limitado a 80% do valor da fatura, excluindo CAV, DGEG, ISPE e Tarifas de Acesso — se exceder, o remanescente transita para os meses seguintes. Não cumulável com outras campanhas.;;;
Galp;Galp |Casa & Estrada Eletricidade Verde & Gás Natural · (- 8%) | DD;;Fixo;Doméstico;Fatura eletrónica, Fatura em papel;Débito Direto;Simples;20,7;1,443962614;0,171424669;;;;;;TRUE;TRUE;TRUE;;;TRUE;0,08616714;0,091164276;0,151655197;0,091999574;0,21890189;0,090876112;0,343702376;0,089391719;TRUE;TRUE;8,3333;2;6;;;;https://www.galp.com/pt/casa/planos-eletricidade-e-gas/casa-estrada;;Oferta de boas-vindas de 50 € (campanha de 04/07/2026 a 31/08/2026), em 6 tranches de 8,3333 €, a partir da 2.ª fatura. Exclusiva para novos clientes do segmento residencial, com adesão pelo canal digital (casa.galp.pt ou pedido de contacto no site). O desconto mensal está limitado a 80% do valor da fatura, excluindo CAV, DGEG, ISPE e Tarifas de Acesso — se exceder, o remanescente transita para os meses seguintes. Não cumulável com outras campanhas.;;;
